TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T303939_3.00	F278_3.00	TS12_3.00	M03600_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_6	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03607_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03608_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03609_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03610_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03611_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03620_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarg_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03621_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarg_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03622_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarg_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03623_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Nr2f6_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03624_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Nr2f6_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03627_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarb_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03628_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarb_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03629_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rarb_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03633_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Vdr_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03636_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rara_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03637_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rara_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M03638_3.00	MS36_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Rara_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M04130_3.00	MS48_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Hr46_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M04132_3.00	MS48_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Eip75B_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M04133_3.00	MS48_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	Eip75B_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05767_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05768_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05769_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_HT-SELEX_3	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05770_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05771_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05772_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARB_FL_Methyl-HT-SELEX_3	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05801_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C1_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05802_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C1_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05803_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C1_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05804_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C1_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05811_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05812_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05813_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_HT-SELEX_3	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05814_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05815_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05816_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARA_eDBD_Methyl-HT-SELEX_3	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05825_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORC_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05826_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORC_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05827_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORC_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05828_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORC_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05833_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05834_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05835_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05836_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05837_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05838_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05839_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05840_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	THRB_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05845_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05846_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05847_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05848_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05849_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05850_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05851_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05852_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F6_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05853_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05854_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05855_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05856_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05857_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05858_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RARG_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05865_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05866_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05867_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05868_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05869_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05870_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05871_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05872_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2F1_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05873_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05874_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	NR2C2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05881_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORB_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T303939_3.00	F278_3.00	TS12_3.00	M05882_3.00	MS66_3.00	ENSMUSG00000048938	Nr1h5	Mus_musculus	I	Nuclear receptor	zf-C4	1	0.7449665182298709	RORB_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
